"","x"
"455","a survey on open-source flight control platforms of unmanned aerial
vehicle"
"456","a survey on open-source flight control platforms of unmanned aerial vehicle"
"457","a survey on wireless multimedia sensor networks"
"458","a synchronization algorithm based on kasami sequence in ieee 802.15.6
ir-uwb body area networks"
"459","a synchronization algorithm based on kasami sequence in ieee 802.15.6 ir-uwb body area networks"
"460","a systematic hardware sharing method for unified architecture design of
h.264 transforms"
"461","a systematic hardware sharing method for unified architecture design of h.264 transforms"
"462","a tutorial on performance evaluation and validation methodology for
low-power and lossy networks"
"463","a tutorial on performance evaluation and validation methodology for low-power and lossy networks"
"464","a two-stage detection method for moving targets in the wild based on
microphone array"
"465","a two-stage detection method for moving targets in the wild based on microphone array"
"466","a unified architecture for dpa-resistant present"
"467","a usb-controlled potentiostat/galvanostat for thin-film battery characterization"
"468","a versatile and low-cost open source pipetting robot for automation of
toxicological and ecotoxicological bioassays"
"469","a versatile and low-cost open source pipetting robot for automation of toxicological and ecotoxicological bioassays"
"470","a versatile and open-source rapid led switching system for one-photon
imaging and photo-activation"
"471","a versatile and open-source rapid led switching system for one-photon imaging and photo-activation"
"472","a versatile and reproducible multi-frequency electrical impedance
tomography system"
"473","a versatile and reproducible multi-frequency electrical impedance tomography system"
"474","a versatile phenotyping system and analytics platform reveals diverse
temporal responses to water availability in setaria"
"475","a versatile phenotyping system and analytics platform reveals diverse temporal responses to water availability in setaria"
"476","a video-texture based approach for realistic avatars of co-located users in immersive virtual environments using low-cost hardware"
"477","a wave lab insude a coaxial cable"
"478","a wearable ergonomic gaze-tracker for infants"
"479","a wearable, extensible, open-source platform for hearing healthcare
research"
"480","a wearable, extensible, open-source platform for hearing healthcare research"
"481","a web aided education model that can be used in power electronics course"
"482","a web aided education model that can be used in power electronics course"
"483","a wifi-enabled indoor air quality monitoring and control system: the
design and control experiments"
"484","a wifi-enabled indoor air quality monitoring and control system: the design and control experiments"
"485","a wsn approach to unmanned aerial surveillance of traffic anomalies:
some challenges and potential solutions"
"486","a wsn approach to unmanned aerial surveillance of traffic anomalies: some challenges and potential solutions"
"487","a zigbee-based framework for approximating sensor range and bearing"
"488","a zigbee-based framework for approximating sensor range and bearing"
"489","accelerated processing delay optimization in hierarchical networks using
low cost hardware"
"490","accelerated processing delay optimization in hierarchical networks using low cost hardware"
"491","accelerating java interpretation in low-cost embedded processors"
"492","accelerating openssl's ecc with low cost reconfigurable hardware"
"493","accelerating openssl's ecc with low cost reconfigurable hardware"
"494","accelerating state-of-charge estimation in fpga-based battery management systems"
"495","accelerating the quality measurement of dna with gpus"
"496","accelerating the quality measurement of dna with gpus"
"497","accessible bioprinting: adaptation of a low-cost 3d-printer for precise
cell placement and stem cell differentiation"
"498","accuracy of digital dental models using the low-cost david laser scanner"
"499","accuracy of digital dental models using the low-cost david laser scanner"
