"","x"
"456","a survey on wireless multimedia sensor networks"
"457","a synchronization algorithm based on kasami sequence in ieee 802.15.6 ir-uwb body area networks"
"458","a synchronization algorithm based on kasami sequence in ieee 802.15.6ir-uwb body area networks"
"459","a systematic hardware sharing method for unified architecture design of h.264 transforms"
"460","a systematic hardware sharing method for unified architecture design ofh.264 transforms"
"461","a tutorial on performance evaluation and validation methodology for low-power and lossy networks"
"462","a tutorial on performance evaluation and validation methodology forlow-power and lossy networks"
"463","a two-stage detection method for moving targets in the wild based on microphone array"
"464","a two-stage detection method for moving targets in the wild based onmicrophone array"
"465","a unified architecture for dpa-resistant present"
"466","a usb-controlled potentiostat/galvanostat for thin-film battery characterization"
"467","a versatile and low-cost open source pipetting robot for automation of toxicological and ecotoxicological bioassays"
"468","a versatile and low-cost open source pipetting robot for automation oftoxicological and ecotoxicological bioassays"
"469","a versatile and open-source rapid led switching system for one-photon imaging and photo-activation"
"470","a versatile and open-source rapid led switching system for one-photonimaging and photo-activation"
"471","a versatile and reproducible multi-frequency electrical impedance tomography system"
"472","a versatile and reproducible multi-frequency electrical impedancetomography system"
"473","a versatile phenotyping system and analytics platform reveals diverse temporal responses to water availability in setaria"
"474","a versatile phenotyping system and analytics platform reveals diversetemporal responses to water availability in setaria"
"475","a video-texture based approach for realistic avatars of co-located users in immersive virtual environments using low-cost hardware"
"476","a wave lab insude a coaxial cable"
"477","a wearable ergonomic gaze-tracker for infants"
"478","a wearable, extensible, open-source platform for hearing healthcare research"
"479","a wearable, extensible, open-source platform for hearing healthcareresearch"
"480","a web aided education model that can be used in power electronics course"
"481","a web aided education model that can be used in power electronics course"
"482","a wifi-enabled indoor air quality monitoring and control system: the design and control experiments"
"483","a wifi-enabled indoor air quality monitoring and control system: thedesign and control experiments"
"484","a wsn approach to unmanned aerial surveillance of traffic anomalies: some challenges and potential solutions"
"485","a wsn approach to unmanned aerial surveillance of traffic anomalies:some challenges and potential solutions"
"486","a zigbee-based framework for approximating sensor range and bearing"
"487","a zigbee-based framework for approximating sensor range and bearing"
"488","accelerated processing delay optimization in hierarchical networks using low cost hardware"
"489","accelerated processing delay optimization in hierarchical networks usinglow cost hardware"
"490","accelerating java interpretation in low-cost embedded processors"
"491","accelerating openssl's ecc with low cost reconfigurable hardware"
"492","accelerating openssl's ecc with low cost reconfigurable hardware"
"493","accelerating state-of-charge estimation in fpga-based battery management systems"
"494","accelerating the quality measurement of dna with gpus"
"495","accelerating the quality measurement of dna with gpus"
"496","accessible bioprinting: adaptation of a low-cost 3d-printer for precisecell placement and stem cell differentiation"
"497","accuracy of digital dental models using the low-cost david laser scanner"
"498","accuracy of digital dental models using the low-cost david laser scanner"
"499","accuracy of digital dental models using the low-cost david laser scanner"
"500","accurate and flexible flow-based monitoring for high-speed networks"
"501","accurate and flexible flow-based monitoring for high-speed networks"
"502","accurate occupancy estimation with wifi and bluetooth/ble packet capture"
